of documents 1 of 1
to an order 1 3
to an overall 1 1
to an uptick 1 1
to analyze and 2 1
to analyze the 4 4
to and justified 1 1
to and opportunities 2 2
to anonymity miss 2 2
to answer the 2 3
to anticipate crime 1 1
to anticipate prevent 3 1
to anticipate the 1 1
to appear in 1 2
to apply a 2 1
to apply that 1 1
to apply the 6 2
to apply to 2 1
to approach the 1 2
to argue that 6 2
to arm police 1 1
to arrest a 1 1
to arrest any 1 1
to arrest people 1 1
to arrest you 1 1
to arrests for 1 1
to arrive at 6 1
to articulate something 1 2
to as a 4 1
to as the 10 5
to ascertain the 1 2
to ask the 1 1
to assert that 1 1
to assess the 15 3
to assess their 1 1
to assessing the 1 1
to assist in 8 1
to assume that 4 1
to assume the 1 1
to at least 1 2
to attempt to 3 2
to authorize a 2 1
to authorize the 1 2
to automated systems 1 1
to avoid a 4 3
to avoid the 13 3
to avoid this 1 3
to balance its 1 3
to balance privacy 2 1
to balance the 2 2
to be a 51 19
to be able 15 6
to be acceptable 2 1
to be addressed 5 3
to be admitted 4 2
to be and 4 2
to be applied 1 1
to be available 2 2
to be aware 2 2
to be better 2 1
to be brought 1 1
to be carrying 2 2
to be celebrated 1 1
to be clear 9 2
to be competent 1 1
to be conducted 1 1
to be considered 6 2
to be created 1 3
to be defined 3 1
to be developed 3 1
to be disclosed 1 1
to be done 3 15
to be effective 4 4
to be either 1 1
to be engaged 3 1
to be explained 1 1
to be fabricated 1 1
to be free 5 4
to be fully 1 1
to be helpful 1 2
to be highly 1 4
to be in 16 1
to be included 3 1
to be insufficient 1 1
to be involved 24 1
to be labeled 2 1
to be left 1 1
to be less 3 1
to be little 2 1
to be made 5 4
to be more 13 9
to be most 4 2
to be much 6 1
to be no 2 2
to be objective 1 1
to be on 4 1
to be one 4 2
to be only 1 1
to be or 1 1
to be over 3 1
to be part 4 1
to be proactive 1 1
to be processed 1 2
to be pushed 1 1
to be put 3 1
to be reduced 1 2
to be released 1 1
to be reported 1 1
to be searched 4 1
to be secure 5 4
to be seen 3 1
to be served 1 5
to be smart 1 2
to be so 2 2
to be solved 1 4
to be stopped 11 2
to be subjected 3 1
to be sure 13 4
to be taken 7 1
to be taught 1 1
to be that 3 1
to be the 25 5
to be tracked 2 2
to be triggered 1 1
to be unconstitutional 1 1
to be undertaken 2 1
to be used 6 3
to be useful 1 2
to be using 1 2
to be valuable 1 1
to be wary 1 1
to be weapons 1 4
to be working 1 1
to become a 1 3
to become an 4 1
to become more 5 1
to become the 4 1
to believe in 1 2
to believe that 26 9
to believe the 4 1
to believe they 2 1
to benefit from 5 1
to better inform 1 1
to better predict 2 1
to better serve 1 1
to better understand 3 2
to big data 12 1
to boost the 1 2
to both the 4 1
to break into 3 1
to break the 7 1
to break up 4 1
to bring the 7 1
to broaden the 1 1
to broken windows 2 2
to budget constraints 1 1
to build a 9 1
to build its 1 1
to build relationships 2 2
to build the 5 1
to buy a 1 1
to call for 3 3
to call the 3 5
to calls for 6 13
to calls in 1 1
to capitalize on 1 1
to capture the 9 1
to carry out 4 2
to catch a 1 1
to cause a 1 1
to challenge the 5 3
to change his 2 1
to change in 2 1
to change local 1 1
to change the 8 5
to changes in 2 3
to characterize a 1 1
to check for 1 1
to check the 2 1
to circumvent or 1 2
to circumvent the 1 2
to citywide robbery 1 2
to civil liberties 3 1
to close the 1 1
to collect and 15 3
to collect data 3 1
to collect more 3 1
to color the 1 1
to combat crime 4 1
to combine the 4 1
to come and 1 1
to come by 2 2
to come in 1 2
to come out 1 1
to come such 1 1
to commissioner raymond 1 1
to commit a 22 3
to commit crime 2 4
to commit crimes 14 1
to commit the 1 3
to community policing 9 20
to compare the 3 1
to compare them 1 1
to comply with 15 8
to comport with 2 1
to concentrate at 1 2
to conclude in 2 3
to conclude that 9 2
to conduct a 10 8
to conduct stops 3 2
to conduct the 1 1
to conjure trips 1 1
to consider in 3 5
to consider the 15 5
to consider whether 2 3
to constitute a 2 3
to constitutional protections 1 1
to consult with 2 2
to continue to 7 5
to continue with 1 1
to continue working 1 1
to contribute to 1 1
to control or 1 1
to control the 2 4
to cooperate n 3 1
to cooperate with 8 2
to correct for 8 1
to counties and 2 1
to court and 6 1
to crack down 1 2
to craft a 2 1
to create a 26 8
to create an 6 4
to create and 2 1
to create better 1 1
to create mechanisms 2 1
to create reasonable 4 1
to create the 2 3
to credit his 1 1
to crime and 7 2
to crime control 2 1
to crime hot 1 1
to crime in 3 1
to crime is 1 1
to crime prevention 1 1
to crime solving 2 1
to criminal justice 3 2
to criminal law 2 5
to curtail the 1 1
to cut back 1 1
to data driven 2 1
to date and 2 2
to date crime 1 1
to day operations 2 2
to deal with 11 16
to death in 2 1
to decide to 2 1
to decide whether 9 2
to decide which 1 2
to decision making 1 1
to define the 11 1
to deliver the 1 1
to delve into 1 1
to demonstrate a 1 1
to demonstrate that 6 1
to demonstrate the 4 2
to deny funding 2 1
to describe the 6 5
to design a 2 1
to detain a 3 1
to detect criminal 1 1
to detect prevent 1 1
to detect the 2 1
to deter crime 2 2
to deter criminal 1 1
to determine a 2 2
to determine how 6 1
to determine if 6 2
to determine reasonable 6 1
to determine that 1 1
to determine the 23 4
to determine what 6 2
to determine where 7 5
to determine whether 23 8
to determine which 6 1
to determine who 4 2
to determining whether 1 1
to develop a 10 5
to develop and 2 2
to develop similar 1 1
to develop the 3 3
to devise an 1 3
to die he 1 1
to direct police 2 2
to direct their 2 1
to discuss crime 1 1
to discuss the 1 3
to disrupt the 1 1
to distinguish between 2 2
to distinguish the 1 1
to do a 3 2
to do about 2 1
to do anything 4 2
to do in 1 2
to do is 4 1
to do more 5 5
to do so 44 18
to do that 4 3
to do the 6 3
to do their 1 2
to do this 1 2
to do whatever 1 1
to do wit 1 1
to do with 7 4
to dobey s 1 3
to domestic violence 1 12
to dominate the 1 1
to doubt whether 1 1
to draw a 4 1
to draw up 3 1
to drop the 2 2
to drug offenses 1 1
to due process 5 1
to each of 4 1
to each other 6 3
to earn a 5 1
to effect change 2 1
to efficiently allocate 4 1
to embrace the 2 1
to emerge from 1 2
to emphasize that 4 2
to emphasize the 2 1
to employ a 1 1
to employ the 2 2
to encompass a 1 1
to end the 2 1
to enforce a 2 2
to enforce existing 1 1
to enforce the 6 5
to engage in 37 6
to engage the 3 3
to engage with 2 2
to enhance its 2 1
to enroll in 1 1
to ensure a 1 1
to ensure compliance 3 1
to ensure that 52 7
to ensure the 6 1
to establish a 11 6
to establish individualized 1 1
to establish probable 6 2
to establish reasonable 6 2
to establish that 2 2
to establish the 4 3
to establish whether 1 1
to evaluate or 1 1
to evaluate the 16 4
to every criminal 1 1
to evolve and 1 1
to examine the 9 2
to exercise the 1 1
to exist in 2 1
to expand and 1 1
to expand it 1 1
to expand that 1 1
to expand the 8 3
to experience a 2 2
to experiment with 3 3
to explain why 3 4
to explore the 1 3
to expose the 1 1
to face meetings 1 1
to facilitate access 1 1
to facilitate the 3 1
to factor into 1 1
to fall in 1 1
to fear of 1 1
to fifty percent 1 1
to fight crime 5 2
to fight for 1 4
to fight terrorism 1 1
to figure out 5 7
to file a 1 1
to find a 7 3
to find more 1 1
to find out 4 5
to find patterns 1 1
to find reasonable 1 3
to find that 2 1
to find the 3 3
to find ways 2 1
to finding the 1 1
to five years 1 1
to fix a 2 1
to flee from 1 2
to focus attention 1 1
to focus on 29 11
to focus police 4 1
to focus resources 2 1
to focus their 7 3
to follow suit 1 1
to follow the 7 2
to follow through 3 1
to forecast crime 8 2
to forecast the 5 2
to forecast where 2 3
to form a 1 1
to four years 2 1
to freedom of 1 1
to future crime 3 2
to gather evidence 3 2
to gather intelligence 1 1
to gauge the 2 2
to generate a 2 2
to generate new 2 1
to get a 5 3
to get an 3 1
to get in 2 1
to get more 1 2
to get off 1 2
to get the 9 5
to get them 1 1
to give up 3 1
to go after 2 2
to go forward 1 1
to go in 1 1
to go on 1 1
to go to 9 7
to govern the 1 1
to group based 1 1
to guard against 3 1
to guide police 1 1
to guide policy 1 1
to guide the 1 1
to hand transaction 2 1
to have a 30 11
to have an 4 1
to have been 3 3
to have crime 2 1
to have had 3 1
to have no 1 1
to have the 1 3
to help and 2 1
to help determine 2 1
to help him 1 2
to help inform 3 1
to help make 1 1
to help police 6 4
to help predict 1 1
to help reduce 3 1
to help the 5 2
to help them 2 6
to help those 1 1
to help train 2 1
to high crime 2 4
to high risk 1 1
to highlight the 1 1
to hire more 2 1
to his sense 1 1
to hit the 2 1
to hot spots 1 1
to identify a 2 10
to identify an 2 2
to identify and 17 9
to identify both 1 1
to identify crime 5 4
to identify high 1 1
to identify hot 2 2
to identify likely 1 1
to identify or 2 3
to identify patterns 4 2
to identify people 4 1
to identify places 1 1
to identify potential 2 3
to identify specific 2 1
to identify suspects 4 2
to identify the 16 5
to identify them 1 1
to identify those 4 7
to identify when 2 1
to ignore the 4 3
to illinois problem 1 1
to illuminate a 1 1
to illuminate the 1 1
to illustrate the 3 1
to implement a 5 1
to implement the 3 12
to impose a 1 2
to imposition of 1 1
to improve communication 2 1
to improve policing 1 2
to improve public 6 2
to improve the 7 5
to improve their 1 1
to in order 2 1
to in the 4 1
to include individuals 2 1
to incorporate into 1 1
to increase or 1 1
to increase our 1 2
to increase the 12 6
to increase their 1 1
to increase transparency 1 11
to increases in 1 1
to indicate the 2 2
to influence public 1 1
to inform criminal 1 1
to inform sentencing 1 1
to inform the 2 1
to information stored 4 1
to information that 2 1
to interfere with 1 2
to interpret the 2 1
to intervene in 3 1
to invest in 3 1
to investigate a 4 1
to investigate the 4 1
to investment banks 1 1
to involve police 1 1
to involve the 4 4
to issue guidelines 1 1
to it and 1 1
to it as 2 1
to jail for 2 2
to jail n 2 1
to jail or 4 3
to join the 4 2
to judges in 1 1
to justify a 16 7
to justify an 4 2
to justify its 2 1
to justify singling 1 1
to justify stops 4 2
to justify surveillance 1 1
to justify the 11 4
to keep in 1 2
to keep them 3 1
to keep up 4 3
to keep us 3 1
to know about 4 3
to know so 2 1
to know what 2 1
to know whether 6 3
to launch a 4 1
to law abiding 1 1
to law enforcement 70 3
to lead the 1 11
to lead to 4 1
to learn about 2 1
to leave the 2 3
to less than 2 3
to leverage advanced 1 1
to life in 1 2
to likely future 1 1
to limit the 6 3
to limit their 1 1
to link the 1 1
to live in 5 1
to live up 1 1
to live with 4 11
to local government 1 1
to local governments 2 5
to local law 1 1
to local policing 1 2
to locations where 3 3
to long term 1 1
to look at 11 5
to look for 7 3
to look into 1 11
to los angeles 3 1
to maintain a 6 2
to maintain the 3 1
to major highways 1 2
to make a 18 9
to make an 11 3
to make any 2 1
to make arrests 3 5
to make choices 1 1
to make decisions 9 5
to make difficult 1 2
to make it 8 5
to make more 1 1
to make policing 2 2
to make predictions 5 4
to make sense 3 3
to make such 2 1
to make sure 4 3
to make that 2 1
to make the 15 6
to make them 2 2
to make these 2 1
to make transparent 1 1
to make up 1 1
to manage the 5 2
to many of 1 1
to map crime 1 3
to mass incarceration 1 1
to mass police 1 1
to maximize their 1 1
to me and 4 1
to me that 1 1
to me the 1 2
to me when 2 2
to mean that 2 1
to measure the 3 1
to meet and 14 3
to meet the 12 2
to meet their 1 2
to meet those 2 1
to members of 2 1
to mental health 1 3
to mention a 1 1
to minimize their 1 1
to minority report 1 1
to mitigate the 1 4
to modern policing 1 1
to modify the 2 1
to monitor the 2 2
to more effectively 1 4
to more than 6 4
to move beyond 2 1
to move from 1 1
to n the 3 1
to name a 3 2
to narrow the 1 1
to navigate the 1 1
to new technologies 1 1
to new york 7 2
to not only 3 1
to note that 10 3
to note the 1 2
to obtain a 9 4
to obtain the 1 2
to occur and 3 1
to occur in 6 6
to occur n 2 6
to occur swiftly 1 1
to occur when 1 1
to officers in 1 3
to one s 1 2
to ongoing criminal 1 1
to open the 1 1
to open up 2 1
to or consultation 1 1
to or is 1 1
to or more 2 1
to other areas 4 1
to other crimes 1 1
to other departments 1 2
to other social 1 3
to others and 1 1
to others n 6 2
to others this 1 2
to overcome the 1 1
to oversee a 1 1
to oversee compliance 1 1
to oversee the 4 2
to parole and 1 1
to participate in 15 14
to particular types 1 1
to partner with 3 3
to pass constitutional 1 1
to past criminal 1 1
to patrol officers 1 1
to patrol those 1 2
to pay child 1 1
to pay for 4 5
to peer into 1 1
to per cent 3 1
to perform a 10 1
to perform in 1 1
to perform the 3 1
to permit law 1 1
to permit the 1 1
to personal data 2 1
to personal information 1 1
to pick up 1 1
to pin down 1 1
to pinpoint the 2 3
to place a 1 1
to play a 4 3
to plead guilty 1 4
to point to 2 1
to police and 6 3
to police attention 2 1
to police chief 1 2
to police corruption 1 1
to police departments 10 1
to police in 2 1
to police investigations 1 1
to police officers 11 2
to police reform 6 1
to police the 2 1
to police work 3 1
to policing and 1 1
to policing in 1 1
to policing that 1 3
to policing the 1 1
to predict a 1 1
to predict and 5 6
to predict behavior 1 2
to predict certain 1 2
to predict crime 9 8
to predict crimes 1 4
to predict criminal 4 1
to predict future 11 12
